titles,link_to_content,textes,categories
5i waxtu ci fajar la alkaati yi dàjji këram !,https://saabal.com/5i-waxtu-ci-fajar-la-alkaati-yi-dajji-keram/,"['Partager la publication ""5i waxtu ci fajar la alkaati yi dàjji këram !""']",politig
"Wiktoor Solseer daanu na ca Martinig, lu tax Feederb wéy di taxaw jonn fa Ndar ?",https://saabal.com/wiktoor-solseer-daanu-na-ca-martinig-lu-tax-feederb-wey-di-taxaw-jonn-fa-ndar/,"['Ñaari xale yu jigéen yii, ay bañkat lañu yu bokkoon ca ña daaneel tënu Wiktoor Solseer ca Martinig:', 'Tën bu Wiktoor Solseermu bon mi daaneel nañu ko bisub 22 mee 2020 ca Martinig. Ña ko def nag ay xale yu am fulla lañu te bokk na ci ñoom ñaari xale yu jigéen yii ci nataal bi.', ' Li ci gën a yéeme sax mooy xale bu jigéen bi féete ci càmmoñu péeñ mi, mi ngi tudd Alexaan Lafonten, moom mii moo bañoon a def kàtteg «\xa0BAC\xa0» ci làkkuw Farañse ca atum 2019 ci aw wëppa wu jëm ci Wiktoor Igóo di ab giiralkat ( raciste).', 'Ñaar-fukki fan ak ñaar ci mee ci atum junni ak juróom-ñatti téeméer ak ñeen-fukk ak juróom-ñatt, ci la doomi Martinig yi xeex ak notaakon ya ( tubaab bi) daal di génn ci ak njaam. Ci la wurujkat ak sàcc bii di Wiktoor Solseer daaldi jaar ngir wax ne terees na ag njaam. Bis bi ñu teree njaam ñu ngi koy màggal ñaar-fukki fan ak ñaar ci mee ca Martinig ba waral bañkati réew ma ne ca poseet ngir daaneel tën boobu ñu doon sargalee doomu Farãas bii di Wiktoor Solseer.', 'Doo mas a gis ca réewum Farãas ay tën yu ñu jagleel bañkat yu mag yi dëkk Afrig, ñu man cee lim: Saamóori Ture, Tomaa Sànkara, Kuwaame Kurumaa, Omar Bolondeŋ Jóob, Mari Nguwaabi, Bartelemi Bogandaa, Sãa Sag Deselen, Amet Sayku Ture, Malkom X, Seex Anta Jóob, Amilkaar Kabraal, Samoraa Masaal, Patiriis Lumumbaa, Silfaniis Ólimpiyóo, Tabiyóo Amoreŋ, Seex Ahmadu Bàmba, Walteer Órotneey. Ku lim juum waaye deesul fàtte bañkatub réewum Kamérun bii di Filips Mumiyee, Ernees Unje ak Rubenum Ñoobe. Li doy waar nag mooy ci réewi Afrig yi ak ca Antiy rekk ngay dem di fa gis ay tën, ay xàll ak i mbedd yu ñu duppe ay raykatu nit ay bóomkat ay yongkat ay jaaykatu nit ay boddikatu xeet yu daan toroxal nit ku ñuul te ñu man cee lim: Degóol, Gàndi, Feederbu iktoor Solsëer, Wiktoor Igóo ak Abraham Linkon.', 'Tën b: statue / giiralkat: raciste / boddikatu xeet: xénophobe ', 'Ngañ Aaw / awdemba90@gmail.com ', 'Partager la publication ""Wiktoor Solseer daanu na ca Martinig, lu tax Feederb wéy di taxaw jonn fa Ndar ?""']",politig
Saytug koppar gi jëm ci xeex koronaawiris bi – Faraasuwaa Njaay moo ko jiite,https://saabal.com/saytug-koppar-gi-jem-ci-xeex-koronaawiris-bi-faraasuwaa-njaay-moo-ko-jiite/,"['Seneraal Faraasuwaa Njaay moom lañu tabb ngir muy saytu alal ji jëm xeex koronaawiris bi. Cig patali, ku ñu weg la te doonoon na fi itam njaatigel xareb jéeri ji te  jiite woon na fi bari soobarey Senegaal yi bi fi CEDEAO bëggee jële Yaayaa Jàmme.', 'Njende la xamle na ci waxtu yii wees ne kuréel googu dina ëmb ñu bokk ci kujje gi, ci kuréel yi tënkuwul ci nguur gi ak it kuréel yiy xeexal liggéeykat yi. Taxawalug kuréel googu nag moo ngi am ci jamono ji coow lu rëy juddoo ci ni ñuy joxee ndimbal gi. Loolu waral na sax Guy Mari Saañaa yobbu ab jure ca OFNAC.', 'Xareb jéeri j: armée de terre / jure b: plainte', 'Partager la publication ""Saytug koppar gi jëm ci xeex koronaawiris bi – Faraasuwaa Njaay moo ko jiite""']",politig
Metiital gi ñuy def doomi Afrig yi ca Guwaŋsu,https://saabal.com/metiital-gi-nuy-def-doomi-afrig-yi-ca-guwansu/,"['Ndaw ya toogal seen i réew ca Siin yékkati nañu seen i kaddu', 'Ndawi Afrig yi toogal seen i réew ca Pekin bind nañu bataaxel bu ñu jébbal Wang yi may njëwrin ja yor mbiri biir réew ma ngir xamal ko boddi-xeet ga am ca dëkk bii di Guwaŋsu te di dal ci kaw doomu Afrig yi. Ci seen bataaxel bi nag ñi ngi ciy joxe ay niiral:', '● Ay doomi Afrig yu ñu génne ca seeni daluwaay ci xaaju guddi ndax dañoo yor der bu ñuul', '● Ay dongoy daara ju kawe ju Sun- Yat Sen ca Guwaŋsu yu ñu doon saytu seen yaram te masu ñoo am jafe-jafey wérgi-yaram ca jamono ja wees ak ja ñu nekk.', '● Tànn gi ñu tànn ndongoy daara ju kawe ja te di ay doomi Afrig ngir saytu seen yaram bàyyi seen naataango yi yorul der bu ñuul', '● Ay doomi Afrig yoo xam ne dañuy sëy ak jigéeni Sinwaa te ñu nga leen singali ngir saytu seen yaram ndax amuñu jàngoroy koronaawiris ji. Ci ñenn ñi dañoo mujj jël góor ñi texale leen ak seen i njaboot ber leen.', '● Ay doomi Afrig yu ñu génne ca seeni dëkkuwaay, wàcc leen ci biti am ñenn ñoo xam ne sax dañoo yore seeni doom yu ndaw', '● Ay doomi Afrig yu ñu nangu seeni jàll-waax mu bokk ci jëf yiy xëtt sañ-sañu doom-aadama ca bitim réew', '● Bunduxataal ak toroxal guy wéy di dal ci doomi Afrig yi, di saytu seen yaram ci ñoo xam ne amuñu jàngoro ji ak ñoo xam ne dañu leen a ber te xam nañu ne dara jotu leen', '● Ñoo xam ne it dañu leen di xopp ci dakkal seen wiisaa walla ñu jàpp leen walla ñu tëj leen walla sax ñu génne leen ca réew ma ci lu laluwul ci dara lu dul dañuy ay nit ñu ñuul.', 'Albatros ak Habiibul Xadiim Géy', 'Partager la publication ""Metiital gi ñuy def doomi Afrig yi ca Guwaŋsu""']",politig
60i at ba tay nu lànk ne dunu tinkiku !,https://saabal.com/60i-at-ba-tay-nu-lank-ne-dunu-tinkiku/,"['Ndax danuy màggal moom sunu bopp walla bañ a moom sunu bopp ? ', '60i at ba tay nu lànk ne dunu tinkiku !', 'Ba tay jii ci làkku jàmbur la nuy jànge, ci la sunu lépp di doxe ba leegi.\nTa bax ya fi notkat ba ba woon moo fi nekk ba leegi: njéndel njiitu réew mi, taaxum kàngam yi, ca law yi ak dee-calaw yi, kaso yi añs yii yépp du lenn luñu ci defaral sunu bopp.', '60i at ba tay, noo ngi wéeru ci tubaab bi ci fànn yu bari, mu far ba mujj mel ni noteel ga dafa far mujjoon doon lu manut woon ñàkk.', '60i at ba tay, waccunu yoon wi ñu tubaab bi tegoon.\n60i at ba tay, sunuy jafe-jafe ci wàllu paj soppikuwul.\n60i at ba tay, sunub yar, sunuy baax mel ni danuy gën a réer mërr.\n60i at ba tay, ñu nuy nax ndax sunuy bopp dafa mel dara nekku ci.\n60i at ba tay, nuy nangu sóobarey notkat bi am dali xare ci sunu biir.\n60i at ba tay, nu am yarasug di suufeel sunu bopp ci kanamu mbeefeerkat ba woon.\n60i at ba tay, bunu sañsee te nirwunu ab tubaab dunu am lunu neex.\n60i at ba tay, ndox mu sel mu nu naan kepp të nu, waxuma la nag ab dund.\n60i at ba tay, mbëj ak yasara gu doy atum lëmm faf mel ne lu fiy lu jombe.\n60i at ba tay, ku sa jabar di wësin ci gox yi cig ndóogoor la nu koy teg, watab wallu amunu njëgam.\n60i at ba tay, ngay gis ay nit yuy dox seen aajo ci mbedd yi, mbaa di fa lëkke te duñu sàmmonte ak la ca war ci ag cet.\n60i at ba tay, nuy buub sunu biiri kër génn xëpp ci mbedd mi te naan mbeddum buur a.\n60i at ba tay, dunu doxe xel mbaa nuy xalaat, mel ne ñu amul xel.\n60i at ba tay, ku nekk ci nun xalaat na ne xaalis moom deesu ko liggéey ay pexee ak i tappalee koy maye, xërëm, njabar ak i njuublang rekk.\n60i ba tay, lu jóg fëkk nu.\n60i at ba tay, nun daal sunu yoon, lu am rekk nu jiiñ ko Yàlla mbaa jinne yi, ab ja bu fi lakkee Yàlla a mbaa jinne suude.\n60i at ba tay, sunuy njiit a fi yées ci àddina amuñu soxla ci jafe-jafey xeet wi ndare seen i jiba.\n60i at ba tay, xiif, rafle, wañse manunoo teqaliku ak moom.\n60i at ba tay, amagunu ay ndefar yuy soppi li nuy bay ba tay.\n60i ba tay, nuy wéy di bay gerte te bunu noppee jaayi  ko njëg gu ñàkk solo.\n60i at ba tay, nu wéy di jëggaani li nuy sol mbaa ceeb bi nuy dunde, du dara daal lu u man a defar ci sunuy yoxo cig gàttal.', '60i at ba tay, ku nekk bëgg a def boppam ab sëriñ kenn nanguwul a liggéey.\n60i at ba tay, nu bañ ne bëggunoo moom sunu bopp.\n60i at ba tay, nu ne dunu dox jëm kanam.\n60i ba tay, nu mel ne kuy doxe ginaaw.', 'Noo yay ne dunu moom sunu bopp', 'Aji-bind ji : Àlliyun Jóob.', '', 'Partager la publication ""60i at ba tay nu lànk ne dunu tinkiku !""']",politig
FAATUG MA-BAABA JUUF TE NU KOY WOOWEE PAAB,https://saabal.com/faatug-ma-baaba-juuf-te-nu-koy-wootee-paab/,"[' Aw tiis wu rëy moo dal ci Senegaal ak ci tàggat yaram démb. Senegaal am na ku njëkk a faatu ci mbas mi muy Paab Juuf. Moom moo fi doonoon njiitu OLEMPIGU MARSEY amoon it tawat jii di koronaawiris. Ginnaaw ba ñu ko rawalee ca Faan te doon ko fa taxawu ngir mu man a noyyi ci njeextalu ayu-bis bi, Paab Juuf mujj naa wuyuji Boroomam laata ñu koy rawaleji fële ca Farãas. Moom mi fi doonoon njiital OM nag, dellusiwaatoon na ci réewum Senegaal ay fan ci ginnaaw.Looloo ngi am ginnaaw ba mu jógee ci yenn  réewi Afrig yi rawatina Kidiwaar. Ag demam  jur na tiis wu rëy ci àddina si mu waral seede yi di balle fu nekk. Mu ngi judd ci atum junni ak juróom-ñenti téeméer ak juróom-fukk ak benn (1951) ca Càdd daaldi faatu bi mu amee juróom-benn fukki at ak juróom-ñatt (68).', 'Albatros ak Saasumaan bi ', 'Partager la publication ""FAATUG MA-BAABA JUUF TE NU KOY WOOWEE PAAB""']",taggat-yaram
Koronaawiris – Paab Juuf sonn na lool,https://saabal.com/koronaawiris-paab-juuf-sonn-na-lool/,"[' ', 'PAAB JUUF MOOY JARAG JI ÑUY DIMBALI NGIR MUY NOYYNjiitu OM bi fi woon ci diggante  2005 ba 2009 te nekk ci Senegaal jamono jii, am na ci doomu jàngoro ji lëmbe àddina si ay weer a ngi nii. Moom mi wopp ba ñu koy dimbali ngir mu noyyi, rawale nañu ko ca Faan bunu sukkandikoo yéenekaay bii di «\xa0La Provence\xa0». Ci kàddu kenn ci njabootam, seen yéene mooy ñu rawale ko ca Farãas.', ' OM :  barug futbal la ca Farãas  Bar g: nit ñu booloo ngir sottal am mbir (équipe) Jarag j: ku tawat', 'ALBATROS ', 'Partager la publication ""Koronaawiris – Paab Juuf sonn na lool""']",taggat-yaram
B52 amaat na ndam ca MMA…,https://saabal.com/b52-amaat-na-ndam-ca-mma/,"['Partager la publication ""B52 amaat na ndam ca MMA…""']",taggat-yaram
Ndax Yàlla moo nu teg nattu walla sunug nangoo nuy lor: méngaleel dundug doomi réewum Libaan ci Senegaal ak dundug doomi Senegaal ca Libaan !,https://saabal.com/ndax-yalla-moo-nu-teg-nattu-walla-sunug-nangoo-nuy-lor-mengaleel-dundug-doomi-reewum-libaan-ci-senegaal-ak-dundug-doomi-senegaal-ca-libaan/,"['Partager la publication ""Ndax Yàlla moo nu teg nattu walla sunug nangoo nuy lor: méngaleel dundug doomi réewum Libaan ci Senegaal ak dundug doomi Senegaal ca Libaan !""']",widewo-ndeggat
Mboorum Lamin Seŋoor  doonoon kenn ci sóobare yi demoon  xeexali Farãas  Ak Mari Ñanjuru soxnas bañkati bi nekkoon fele ca Keeñaa doon xeex nooteel gi,https://saabal.com/mboorum-lamin-senoor-doonoon-kenn-ci-soobare-yi-demoon-xeexali-faraas-ak-mari-nanjuru-soxnas-bankati-bi-nekkoon-fele-ca-keenaa-doon-xeex-nooteel-gi/,"['Partager la publication ""Mboorum Lamin Seŋoor  doonoon kenn ci sóobare yi demoon  xeexali Farãas  Ak Mari Ñanjuru soxnas bañkati bi nekkoon fele ca Keeñaa doon xeex nooteel gi""']",widewo-ndeggat
Doxe Ndakaaru ba Kaasamaas ngir jàngi Wolof ca 1975,https://saabal.com/doxe-ndakaaru-ba-kaasamaas-ngir-jangi-wolof-ca-1975/,"['Partager la publication ""Doxe Ndakaaru ba Kaasamaas ngir jàngi Wolof ca 1975""']",widewo-ndeggat
"Ñaxtu ya xew Tuubaa: lu ko waral, ku deful liggéeyam ? Déglul li Sëriñ bii wax ñaxtukat yi",https://saabal.com/naxtu-ya-xew-tuubaa-lu-ko-waral-ku-deful-liggeeyam-deglul-li-serin-bii-wax-naxtukat-yi/,"['Partager la publication ""Ñaxtu ya xew Tuubaa: lu ko waral, ku deful liggéeyam ? Déglul li Sëriñ bii wax ñaxtukat yi""']",widewo-ndeggat
Balu fetal la ko takk-der yi jam mu faatu…ca Kapskiriŋ,https://saabal.com/balu-fetal-la-ko-takk-der-yi-jam-mu-faatu-ca-kapskirin/,"['Partager la publication ""Balu fetal la ko takk-der yi jam mu faatu…ca Kapskiriŋ""']",widewo-ndeggat
5i waxtu ci fajar la alkaati yi dàjji këram !,https://saabal.com/5i-waxtu-ci-fajar-la-alkaati-yi-dajji-keram/,"['Partager la publication ""5i waxtu ci fajar la alkaati yi dàjji këram !""']",widewo-ndeggat
Xoolal rekk ni ko alkaati yi raye…,https://saabal.com/xoolal-rekk-ni-ko-alkaati-yi-raye%f0%9f%98%a2/,"['Partager la publication ""Xoolal rekk ni ko alkaati yi raye…""']",widewo-ndeggat
Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !,https://saabal.com/lu-tax-feederbu-wey-di-taxaw-jonn-fa-ndar-ak-li-mu-boom-ci-doomi-reew-mi/,"['Partager la publication ""Lu tax Feederbu wéy di taxaw jonn fa Ndar ? Ak li mu bóom ci doomi réew mi !""']",widewo-ndeggat
"Korite Gaawu walla Dibéer, ku war a fay bis ? Sëriñ Abdu Asiis Ture",https://saabal.com/korite-ajjuma-walla-gaawu-ku-war-a-fay-bis-serin-abdu-asiis-ture/,"['Partager la publication ""Korite Gaawu walla Dibéer, ku war a fay bis ? Sëriñ Abdu Asiis Ture""']",widewo-ndeggat
"Taskatu xibaar  bii di Seex Faal Mooy indi ay leeral ci deewug nijaayi lenqeem, te mu duggoon ca ab foos bu nekkoon kërëm ak ñaawtéef yu rëy ya takk-der ya doxale ca mbir ma ba mujjee faataale jenn magam ja mu nekkaloon te tawatoon.",https://saabal.com/taskatu-xibaar-bii-di-seex-faal-mooy-indi-ay-leeral-ci-deewug-nijaayi-lenqeem-te-mu-duggoon-ca-ab-foos-bu-nekkoon-kerem-ak-naawteef-yu-rey-ya-takk-der-ya-doxale-ca-mbir-ma-ba-mujjee-faataale-jenn-ma/,"['Partager la publication ""Taskatu xibaar  bii di Seex Faal Mooy indi ay leeral ci deewug nijaayi lenqeem, te mu duggoon ca ab foos bu nekkoon kërëm ak ñaawtéef yu rëy ya takk-der ya doxale ca mbir ma ba mujjee faataale jenn magam ja mu nekkaloon te tawatoon.""']",widewo-ndeggat
"« Sama jëkkër daf maa moy ak jeneen jigéen ba ma xam ko », nettali bu am solo",https://saabal.com/sama-jekker-daf-maa-moy-ak-jeneen-jigeen-ba-ma-xam-ko-nettali-bu-am-solo/,"['Sama jëkkër daf maa wor, moy ma ak jeneen jigéen. Bi ma ko yëgee meroon naa lool waaye damaa bës sama xol; togg sama añ, jox ko mu lekk. Dama koo toppatoo bu baax sax. Lekk na ba noppi ne ma\xa0» Ca dëgg-dëgg am naa lu ma metti ndax danga maa gaañ «\xa0.', 'Wax na ma it ne : ndax man naa laa kott?', 'Amoon naa lu ma metti lool waaye damaa nangu.', 'Mu wax ma ne : Damaa bëgg a baane ak yaw.', 'Ma nangu te teguma ci baat mu def la mu bëgg ! Li waral doxaliinam wii nag mooy xam na ne xam naa li mu def.', 'Damaa ànd ak dal waaye maa ngi woon ci sama noppi gi rekk. Fippuwuma, wanewuma sama mer, damaa muñ sama mettiit ! Mu tàmbli nag di am kersa ba noppi di ma laaj lan laa bëgg mu defal ma ko.', 'Li ko jaaxal mooy waxuma ko dara ca la mu def te songuma ko xuloo.', 'Ca ginnaaw suba sa mu ne ma sama liir bi, maa ngi jéggalu ndax xam naa ne tooñ naa la, mettiital naa la, te am naa ci kersa. Manatuma laa xool sax ci biir i gët.', 'Ma tontu ko: «\xa0ah defoo ma dara sax njort naa ne man mii maa la tooñ, man mii maa la metiital, defal li gën ci yaw; defal li gën fi nun ; defal li nga xam ne moo lay bégal\xa0».', 'Ca ngoon sa ba mu wàccee ba ñibbisi ca la ma wax ne sëy si nga bu yàgg ba leegi waaye jot na nag nu dem wuti këyit guy màndargaal sunu diggante ndax jigéen ju baax nga te man a muñ te loolu xalaatloo na ma lu bari. Giñal naa la ne dinaa bàyyi lépp !', 'Dafa wàcce boppam ba mujj tuuti ci sama kanam, moom mi amoon fulla lool ci boppam, kenn yabu ko woon, daawul wane daray xeebu ci sama kanam. Ma am ca kersa sax ndax samag noppi ak sama muñ ñoo ma jox dooley peeg sama góor gi, dóor ko ba mu may raamal te sama loxo laalu ko.', 'Yaw jigéen ji ak lu man a xew, du xëtër-xëtër walla mer moo faj. Loolu du indi saafara ci jafe-jafe yi ndax loo gën a tàng rekk sam xel dem nga wax lu ëpp, ba mu man a dëpp coow la yay la, wan la ginnaaw mbaa mu gën laa sori.', 'Bu fekkee sa jëkkër am na xalaatub wor la, dina ko def waaye nag xamal ne sa doxaliin ci moom, ni ngay yore sa kër, mooy jeexiital ci wor ga mu lay wor ! Jigéen dafa war a nooy !', 'Toppatool sa góor. Bu fekkee sax dangaa mer nangul reeyal !', 'Jigéen dañu koo tën ngir muy dalal góor ak di àndi jàmm ak dal ci këram.', 'Muñ ak noppi metti nañu waaye ñoom ñooy gànnaay yi gën a wóor ci tëye sa boroom kër ak sàmm seen diggante.', 'Albatros ak Habiibul Xadiim Géy', 'Partager la publication ""«\xa0Sama jëkkër daf maa moy ak jeneen jigéen ba ma xam ko\xa0», nettali bu am solo""']",xalaat
XELTU : YÀLLA NANU DEE BALAA NUY DEE,https://saabal.com/xeltu-yalla-nanu-dee-balaa-nuy-dee/,"['Dangay daw DEE, tax ngay LEKK. Ndax jàpp nga ni boo LEKKUL dangay DEE. Booba umpale nga ne li ngay LEKK ngir mëna dundu DEE kese la ndax nit du LEKK mukk luy dundu. Muy yàpp wi, di jën yi wala ci xeeti meññent yi, bumu ci doon bala nga koy lekk fekk na mu DEE. Nga gis kon ne DEE gi ngay daw rekk moom ngay LEKK. Waaw !', 'Te nag DEE googu ngay LEKK, mooy walbëtiku di LEKK bis bu Yàlla sàq li nekk ci yaw tey DEE (jëmm ji), ba bis ñëw mu jeexal tàkk lépp luy dundu ci yaw. DEE kepp des fa, bu ko defee nga DEE.', 'Ginnaaw bi nga DEE yitam, luy DEE moo lay fekk ci biir bàmmel, muy sax yi, LEKK la, LEKK DEE gi nga doon. Sax yi tamit da ñuy mujj a DEE, te bu ko defee lu DEE moo leen di LEKK, maanaam suuf. Te suuf soo su DEE tamit mooy dellu dundal gàncax gi wara DEE ngir mëna dundal lenn ci mala yi nga xam ne seenug mujj mooy rekk DEE ngir dundal yeneeni mala yu demee ni doomu aadama. Boo ko seetloo gis ne mbir mi aw wërngël la woow duñu ci rëcc mukk. Pexe amul, ni ko Sëriñ Seex Tiijaan Si Al Maqtuum faral di Baamoo.', 'Yàlla rekk a dul DEE ak lu daggee ci moom. Li may junju foofu mooy li nekk ci doomu aadama te wuute ak jëmm jiy DEE, maanaam ban biñu ko tabaxe ba mu doon jëmm. Loolu mooy li ñenn ñi tuddee ruu gi nga xam ne làmboo na ak meloy Yàlla yu bari, benn ci lott ci DEE. Njortees nañu ni sax foofu lañu wara dégge waxi Yàlla jii «\xa0Doomu Aadama da Nu koo sàq mu niru Nu\xa0». Kon de ndekete Yàlla génnul doomu Aadama !', 'Waaye ndax doomu Aadama xam na boppam ? Déedéet, bu ñu xoole Doxalinam. Ndax kat bu doomu Aadama di daw DEE gi nga xam ne moo ko mëna tàqale ak li dul Yàlla ci moom, ndax mu mën a doon Yàllay kese, day niru kuy daw boppam rek.', 'Moone Filosofi jàngale na ko, tasawuf jàngale ko. Filosof bu ñuy wax Socrate newoon na «\xa0Filosof mooy rekk jàng nees di raye sa bakkan\xa0». Loolu méengóo ak li sufiyànke yi di dégg ci ne ngir nga mëna dundu dëgg, fàwwu nga DEE, maanaam noot sa bakkan, gumbë, tëx, luu ci lépp lu xeetoo ak neex-neexi àdduna te yittel bakkan. Jihaadul nafsu !', 'Ginnaaw ba nga noote bakkan bi ba ray ko, lay DEE ci yaw DEE na. Li dul DEE moo fay des di gën a dund, te mooy Yàllay kese. Boo fa tolloo nag li lay dundal mooy lu dul DEE, muy leer, muy Yàlla. Yàlla Yàlla lay dunde. Àjjanaa ngoogu !', 'Lii lépp ab junju la rekk, ndax liñuy wax xajul ci kàddu, xajul ci ay loy. Te nag moo tax mu doon limu doon : Yàlla ! Bu Yàlla xajoon ciy kàddu, ñu xam ko. Te du ku ñuy xam, dees koy yëg. Boo yëgee Yàlla mu neex loolu, taxul nga mën koo yëgal keneen ku dul ki ko yëg. Ki nga bokkal yëg-yëg, da lay yëg, nga yëg ko, doonte tamndareti jun-ñay a dox seen diggante jëmm yi.', 'Wittgenstein nag nee na : «\xa0Lees mënul a wax ku yabu noppi ko\xa0».', 'Daawuda Géy Pikin / FRAPP ', 'Partager la publication ""XELTU : YÀLLA NANU DEE BALAA NUY DEE""']",xalaat
SEEN XIBAAR I BITIM RÉEW,https://saabal.com/seen-xibaar-i-bitim-reew/,"[' Dëkk bii di Maddrit amna 133i nit ñu fa faatu ci bis bii wees. Màkkaan mi yore pajum njéméer gi dëggal na dee yooyu ci ay wopitaal yu wuute ca dëkk ba. Ba ci àjjuma jii ci bëccëg, ñi doon faatu ci wopp ji ñi gi doon am lumu néew-néew 64i at, waaye mbir ma daa mujj yokk. Njiiti dëkk bii di  Sawija yëggle nañu ci gaawu bi ne aj nañu xewu pakk wi ngir bañ jàngoro ji tasaaroo. Ci jamono jooju, am ndaje mu tembere mu jëwriñ ña yëggle woon nañu ko démb ci àjjuma ji te ki ko defoon mooy jëwriñ ju njëkk ji di Pedro Sánchez ba jàpp nañ fa lu tollook 15i yoy jàmonoy njàqare lañ ko tudde ngir fexee yemale dem ak dikk ug nit ñi, ak it bob ndefar yiy yëngatu ci defar ak jékk-jékkal. ', 'Sáncees nag war naa amal ak janoo ak taskati xibaar yi ngir leeral pexe yi mu lal yépp ngir wàññiyaale gi waaye itam indi ak ndimbal ci wàllu koppar nit ñi nga xam ne mbas mi laal na leen. Mursiyaa fekkiji na gaawu gi dëkk bii di Royaal Madrit, Galiisiyaa  Loos Osteris ak Kàntaabri. Dëkk yooyu nag dañoo dogal tëj bépp ndàmb bamu des fañuy jaayee dund gi ak jumtukaay yi ñuy gën a soxla. Réewum Baskk moom dogal na jamono cëtëŋ ci wér gu yaram ba loolu dina tax ñu mën a ber yenn gox yi. Pexe moomu nag Moris jot na koo def ngir dëkk yi nekk ci wetu tefes gi ba Andaloosi sax njortu na ne dina mën a daan jàngoro ji.  Ca Espaañ 6700i nit am nañu  jàngoro ji te 156i faatu nañ ca bunu sukkandikoo ci wàññi gu mujj gi jëwriñ ji yore paj mi def. 500i nit yu ñu yobb woon  ca raglu ya wér nañu ba ñibbi. Mbootaay gi yor paj mi ci àddina si nag xam le na togal mooy gëblag mbas mi  ci jamono jii.  Donaal Toromp ci ak wetam dogal na jamonoy cëtëŋ ca réew ma. ', 'Albatros / Móodu Mbaj akasaa', 'Balluwqqy: El País ', 'Partager la publication ""SEEN XIBAAR I BITIM RÉEW""']",xalaat
DOOMU SENEGAAL BU NJËKK BI AM JÀNGORO JI,https://saabal.com/doomu-senegaal-bu-njekk-bi-am-jangoro-ji/,"['Benn Móodu-Móodu bu dëkk Tuubaa moo am jàngoroy koronaawiris. Bunu sukkandikoo ci xibaari «\xa0Dakaractu\xa0», waa jooju day door a jóge Itaali ñibbisi Senegaal.  Jamono jii Senegaal am na ñenti nit ñu am mbas mi. Mu doon ñatti doxandéem (étranger) ak benn doomu Senegaal.', 'Albatros / Abdu Salaam Saar ', 'Partager la publication ""DOOMU SENEGAAL BU NJËKK BI AM JÀNGORO JI""']",xalaat
"Fukk ak ñaari nit ñoo faatu 2012 ngir Maki Sàll falu, ñaata ñoo war a faatu ngir mu folliku?",https://saabal.com/fukk-ak-naari-nit-noo-faatu-2012-ngir-maki-sall-falu-naata-noo-war-a-faatu-ngir-mu-folliku/,"['Partager la publication ""Fukk ak ñaari nit ñoo faatu 2012 ngir Maki Sàll falu, ñaata ñoo war a faatu ngir mu folliku?""']",xalaat
Diggante ñaar ñu nekk waxtaanay la koy rataxal,https://saabal.com/diggante-naar-nu-nekk-waxtaanay-la-koy-rataxal/,"['Góor gi xamul ne Jaan a ngi ci suuf.', 'Jigéen ji xamul ne xeer wu rëy-rëy moo naj góor gi.', 'Jigéen jaa gi naan: \xa0» wuy dinaa daanu\xa0»!', 'Te manatul a yéeg ndax Jaan jaa ngi koy màtt.', 'Mu ngay wax ca xelam naan: «\xa0lan moo tax góor gi ne damaa bëgg jëfandikoowul dooleem ji ngir xëcc ma, ma yéeg ci kaw.\xa0»', 'Góor gaa ngay wax naan: \xa0» maa ngi dee!\xa0»', 'Ca am xelam ma nga naan:\xa0» waaye dinaa wéy di xëcc ak sama doole jépp ji ma am\xa0»; teg ca sax ne «\xa0lan moo tax jigéen jii jéemul def dara ngir yéeg ci kaw?\xa0»', 'Njàngat li:', 'Leeg-leeg dunu gis jafe-jafe yi keneen di dund waaye moom it du gis mettiit wi nuy dund.', 'Noonii lay deme leeg-leeg ca barabu liggéeyukaay ya, ca kër ga, ci biir bëggante gi, ak ci biir xaritoo gi… Ndare danoo waroon di góor-goorlu di jéem a nàndante. Nanu jéem a xalaate neneen tey ba di àtte ak a tuumaal, di bañ a sukkandiku ci yaakaar ak jortu rawatina lu ñaaw la… Nanu jéem di gis la nëbbu…', 'Leeg-leeg xalaat ak sànni sa bët ca la nëbbu dina doon caabi jiy ubbi yenn wunt yi tëju.', 'Albatros ak Habiibul Xadiim Géy ', 'Partager la publication ""Diggante ñaar ñu nekk waxtaanay la koy rataxal""']",xew-xew-jamono
